ben	ben	1.0000	0.0000
ben	hin	0.3224	0.6079
ben	pbu	0.1465	0.8488
ben	pes	0.1456	0.8580
ben	kmr	0.1111	0.8974
ben	oss	0.0801	0.8990
ben	hye	0.0869	0.8910
ben	ell	0.0941	0.9038
ben	sqi	0.0892	0.8845
ben	bul	0.0917	0.8783
ben	hrv	0.0879	0.8896
ben	slv	0.0911	0.9017
ben	slk	0.0759	0.8817
ben	ces	0.0684	0.9046
ben	pol	0.0863	0.8817
ben	ukr	0.0891	0.9019
ben	bel	0.0850	0.8938
ben	rus	0.0996	0.8866
ben	lit	0.0635	0.8851
ben	lav	0.0677	0.9183
ben	isl	0.1045	0.8871
ben	nor	0.1014	0.8933
ben	swe	0.1079	0.8941
ben	dan	0.1050	0.8710
ben	deu	0.1107	0.8816
ben	nld	0.0955	0.8914
ben	eng	0.1204	0.8691
ben	gle	0.0903	0.8643
ben	cym	0.0713	0.9019
ben	bre	0.0735	0.8988
ben	fra	0.0865	0.8896
ben	cat	0.0959	0.8725
ben	spa	0.0979	0.8693
ben	por	0.1125	0.8566
ben	ita	0.0855	0.8892
ben	ron	0.0772	0.8930
hin	ben	0.3660	0.6079
hin	hin	1.0000	0.0000
hin	pbu	0.2585	0.7439
hin	pes	0.2653	0.7365
hin	kmr	0.1660	0.8082
hin	oss	0.1306	0.8446
hin	hye	0.1238	0.8543
hin	ell	0.1007	0.8785
hin	sqi	0.1034	0.8542
hin	bul	0.1252	0.8406
hin	hrv	0.1184	0.8632
hin	slv	0.1034	0.8803
hin	slk	0.1211	0.8460
hin	ces	0.1075	0.8804
hin	pol	0.1129	0.8457
hin	ukr	0.1129	0.8607
hin	bel	0.1102	0.8632
hin	rus	0.1156	0.8471
hin	lit	0.1048	0.8581
hin	lav	0.1034	0.8874
hin	isl	0.1320	0.8535
hin	nor	0.1279	0.8560
hin	swe	0.1374	0.8525
hin	dan	0.1293	0.8408
hin	deu	0.1224	0.8247
hin	nld	0.1129	0.8529
hin	eng	0.1279	0.8441
hin	gle	0.1252	0.8414
hin	cym	0.1102	0.8626
hin	bre	0.0939	0.8694
hin	fra	0.1048	0.8613
hin	cat	0.0898	0.8463
hin	spa	0.0966	0.8525
hin	por	0.1143	0.8497
hin	ita	0.1020	0.8643
hin	ron	0.1061	0.8628
pbu	ben	0.1515	0.8488
pbu	hin	0.2327	0.7439
pbu	pbu	1.0000	0.0000
pbu	pes	0.3382	0.6685
pbu	kmr	0.2071	0.7914
pbu	oss	0.1570	0.8407
pbu	hye	0.1465	0.8419
pbu	ell	0.1094	0.8863
pbu	sqi	0.1313	0.8599
pbu	bul	0.1150	0.8633
pbu	hrv	0.1036	0.8601
pbu	slv	0.1094	0.8787
pbu	slk	0.1254	0.8468
pbu	ces	0.1044	0.8792
pbu	pol	0.1111	0.8655
pbu	ukr	0.1061	0.8675
pbu	bel	0.1010	0.8637
pbu	rus	0.1162	0.8633
pbu	lit	0.0772	0.8769
pbu	lav	0.0850	0.8929
pbu	isl	0.0960	0.8802
pbu	nor	0.0993	0.8776
pbu	swe	0.0976	0.8710
pbu	dan	0.0892	0.8490
pbu	deu	0.0842	0.8595
pbu	nld	0.0938	0.8483
pbu	eng	0.0993	0.8703
pbu	gle	0.0903	0.8572
pbu	cym	0.1128	0.8844
pbu	bre	0.0976	0.8795
pbu	fra	0.0930	0.8664
pbu	cat	0.1077	0.8654
pbu	spa	0.1077	0.8658
pbu	por	0.1029	0.8619
pbu	ita	0.0952	0.8916
pbu	ron	0.1111	0.8728
pes	ben	0.1505	0.8580
pes	hin	0.2408	0.7365
pes	pbu	0.3366	0.6685
pes	pes	1.0000	0.0000
pes	kmr	0.3107	0.7179
pes	oss	0.1523	0.8301
pes	hye	0.1262	0.8561
pes	ell	0.1117	0.8858
pes	sqi	0.1149	0.8656
pes	bul	0.0955	0.8719
pes	hrv	0.0973	0.8663
pes	slv	0.0841	0.8911
pes	slk	0.1036	0.8617
pes	ces	0.0922	0.8869
pes	pol	0.0825	0.8726
pes	ukr	0.0793	0.8823
pes	bel	0.0793	0.8887
pes	rus	0.0922	0.8761
pes	lit	0.0847	0.8731
pes	lav	0.0882	0.8923
pes	isl	0.0906	0.8859
pes	nor	0.0922	0.8894
pes	swe	0.0890	0.8783
pes	dan	0.0971	0.8617
