ben	ben	1.0000	0.0000
ben	hin	0.3373	0.5955
ben	pbu	0.1318	0.8529
ben	pes	0.1461	0.8557
ben	kmr	0.1115	0.8964
ben	oss	0.0846	0.9013
ben	hye	0.0839	0.8878
ben	ell	0.1071	0.8971
ben	sqi	0.0953	0.8788
ben	bul	0.1037	0.8869
ben	hrv	0.0888	0.8879
ben	slv	0.0935	0.8906
ben	slk	0.0861	0.8776
ben	ces	0.0762	0.9084
ben	pol	0.0864	0.8795
ben	ukr	0.0739	0.9029
ben	bel	0.0818	0.8933
ben	rus	0.0946	0.8875
ben	lit	0.0672	0.8899
ben	lav	0.0918	0.9126
ben	isl	0.1168	0.8850
ben	nor	0.1109	0.8955
ben	swe	0.1136	0.8940
ben	dan	0.1103	0.8779
ben	deu	0.1146	0.8858
ben	nld	0.1141	0.8926
ben	eng	0.1262	0.8713
ben	gle	0.1088	0.8668
ben	cym	0.0915	0.9045
ben	bre	0.1040	0.8944
ben	fra	0.0899	0.8778
ben	cat	0.1127	0.8707
ben	spa	0.1056	0.8710
ben	por	0.1013	0.8590
ben	ita	0.0975	0.8855
ben	ron	0.0901	0.8893
hin	ben	0.3788	0.5955
hin	hin	1.0000	0.0000
hin	pbu	0.2303	0.7473
hin	pes	0.2610	0.7194
hin	kmr	0.1673	0.8044
hin	oss	0.1272	0.8434
hin	hye	0.1352	0.8510
hin	ell	0.1138	0.8670
hin	sqi	0.1111	0.8531
hin	bul	0.1058	0.8453
hin	hrv	0.0991	0.8656
hin	slv	0.0991	0.8647
hin	slk	0.0950	0.8459
hin	ces	0.0910	0.8692
hin	pol	0.1017	0.8492
hin	ukr	0.0803	0.8670
hin	bel	0.0763	0.8671
hin	rus	0.0950	0.8532
hin	lit	0.0991	0.8532
hin	lav	0.1004	0.8790
hin	isl	0.1124	0.8618
hin	nor	0.1031	0.8619
hin	swe	0.1151	0.8564
hin	dan	0.1071	0.8405
hin	deu	0.1138	0.8322
hin	nld	0.1312	0.8497
hin	eng	0.1272	0.8476
hin	gle	0.1205	0.8429
hin	cym	0.1245	0.8623
hin	bre	0.1165	0.8570
hin	fra	0.1178	0.8514
hin	cat	0.1258	0.8312
hin	spa	0.1218	0.8462
hin	por	0.1312	0.8356
hin	ita	0.1165	0.8497
hin	ron	0.1245	0.8561
pbu	ben	0.1318	0.8529
pbu	hin	0.2249	0.7473
pbu	pbu	1.0000	0.0000
pbu	pes	0.3474	0.6639
pbu	kmr	0.1959	0.8061
pbu	oss	0.1348	0.8476
pbu	hye	0.1723	0.8407
pbu	ell	0.1064	0.8817
pbu	sqi	0.1385	0.8564
pbu	bul	0.1182	0.8701
pbu	hrv	0.0919	0.8737
pbu	slv	0.0929	0.8922
pbu	slk	0.0977	0.8683
pbu	ces	0.0845	0.8859
pbu	pol	0.0777	0.8805
pbu	ukr	0.0709	0.8836
pbu	bel	0.0726	0.8786
